INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-20-058981,2020-10-04 09:32:00,2020-10-04 09:32:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,315,SERVICE / GAS STATION                        ,9200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40272,52774
80-20-058981,2020-10-04 09:32:00,2020-10-04 09:32:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,3RD DIVISION,315,SERVICE / GAS STATION                        ,9200 BLOCK DIXIE HWY                                        ,LOUISVILLE,40272,52775
80-20-058982,2020-10-04 10:18:00,2020-10-04 10:18:00,OTHER,NON-CRIMINAL DEATH (NATURAL CAUSES),90Z,PART II,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME                             ,3000 BLOCK BUNKER HILL DR                                   ,LOUISVILLE,40205,52776
80-20-058984,2020-10-04 11:05:00,2020-10-04 04:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6400 BLOCK LABOR LN                                         ,LOUISVILLE,40291,52777
80-20-058985,2020-10-04 11:11:00,2020-10-03 05:00:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,8100 BLOCK MANSLICK RD                                      ,LOUISVILLE,40214,52778
80-20-058987,2020-10-04 11:13:00,2020-10-04 05:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,400 BLOCK S 40TH ST                                         ,LOUISVILLE,40212,52779
80-20-058986,2020-10-04 11:20:00,2020-10-04 10:45:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1600 BLOCK DIXIE HWY                                        ,LOUISVILLE,40210,52780
80-20-058988,2020-10-04 11:00:00,2020-10-04 10:47:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,9400 BLOCK CAVALCADE AVE                                    ,LOUISVILLE,40272,52781
80-20-058990,2020-10-04 11:21:00,2020-10-01 18:00:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,4TH DIVISION,412,PARKING LOT / GARAGE                         ,1100 BLOCK E BRECKINRIDGE ST                                ,LOUISVILLE,40204,52782
80-20-058991,2020-10-04 11:34:00,2020-10-03 09:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,5TH DIVISION,512,NON-ATTACHED RESD GARAGE/SHED/BULD           ,1600 BLOCK ELLWOOD AVE                                      ,LOUISVILLE,40204,52783
80-20-058993,2020-10-04 11:42:00,2020-10-03 21:00:00,THEFT/LARCENY,THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD,23H,PART I,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,900 BLOCK SOUTHVIEW RD                                      ,LOUISVILLE,40214,52784
80-20-058993,2020-10-04 11:42:00,2020-10-03 21:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,900 BLOCK SOUTHVIEW RD                                      ,LOUISVILLE,40214,52785
80-20-058992,2020-10-04 11:36:00,2020-10-03 10:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,436,PARKING LOT / GARAGE                         ,200 BLOCK W KINGSTON AVE                                    ,LOUISVILLE,40214,52786
80-20-058994,2020-10-04 11:35:00,2020-10-04 11:30:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,E BROADWAY / S FLOYD ST                                     ,LOUISVILLE,40202,52787
80-20-058995,2020-10-04 11:49:00,2020-10-01 06:55:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,1ST DIVISION,135,GOVERNMENT / PUBLIC BUILDING                 ,200 BLOCK E CHESTNUT ST                                     ,LOUISVILLE,40202,52788
80-20-058996,2020-10-04 11:20:00,2020-10-04 11:15:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME                             ,2100 BLOCK GOLDSMITH LN                                     ,LOUISVILLE,40218,52789
80-20-058997,2020-10-04 10:53:00,2020-10-04 04:55:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,7TH DIVISION,736,RESTAURANT                                   ,9200 BLOCK BLUE LICK RD                                     ,LOUISVILLE,40229,52790
80-20-058998,2020-10-04 11:53:00,2020-10-04 11:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,PARKING LOT / GARAGE                         ,600 BLOCK W EVELYN AVE                                      ,LOUISVILLE,40215,52791
80-20-058999,2020-10-04 12:00:00,2020-10-04 11:30:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,724,DEPARTMENT / DISCOUNT STORE                  ,12000 BLOCK STANDIFORD PLAZA DR                             ,LOUISVILLE,40229,52792
80-20-059000,2020-10-04 12:16:00,2020-10-02 14:30:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,323,RENTAL / STORAGE FACILITY                    ,5600 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,52793
80-20-059001,2020-10-04 12:30:00,2020-10-03 17:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,ATTEMPTED,5TH DIVISION,512,DEPARTMENT / DISCOUNT STORE                  ,900 BLOCK BARRET AVE                                        ,LOUISVILLE,40204,52794
80-20-059003,2020-10-04 12:27:00,2020-09-27 12:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,1300 BLOCK GILMORE LN                                       ,LOUISVILLE,40213,52795
80-20-059004,2020-10-04 12:30:00,2020-10-03 15:00:00,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,METRO LOUISVILLE,SHV,RESIDENCE / HOME                             ,1800 BLOCK APPLETON LN                                      ,SHIVELY,40216,52796
80-20-059005,2020-10-04 12:21:00,2020-10-04 02:30:00,SEX CRIMES,SEXUAL ABUSE - 3RD DEGREE,11D,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,6500 BLOCK HUNTERS CREEK BLVD                               ,LOUISVILLE,40258,52797
80-20-059006,2020-10-04 12:48:00,2020-10-04 02:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,6TH DIVISION,613,COMMERCIAL / OFFICE BUILDING                 ,4600 BLOCK ILLINOIS AVE                                     ,LOUISVILLE,40213,52798
80-20-059007,2020-10-04 12:47:00,2020-10-04 06:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,8TH DIVISION,811,PARKING LOT / GARAGE                         ,3700 BLOCK CHAMBERLAIN LN                                   ,LOUISVILLE,40241,52799
80-20-059008,2020-10-04 12:55:00,2020-10-04 12:48:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,8000 BLOCK PIKEWOOD FIELD WAY                               ,LOUISVILLE,40219,52800
80-20-059578,2020-10-07 10:00:00,2020-10-07 09:03:00,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,4900 BLOCK ANDALUSIA LN                                     ,LOUISVILLE,40272,52801
80-20-059580,2020-10-07 09:47:00,2020-10-06 00:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,424,NON-ATTACHED RESD GARAGE/SHED/BULD           ,3000 BLOCK S 6TH ST                                         ,LOUISVILLE,40208,52802
80-20-059581,2020-10-07 09:52:00,2020-10-07 09:45:00,OTHER,HARASSING COMMUNICATIONS,90Z,PART II,COMPLETED,3RD DIVISION,315,CYBERSPACE                                   ,5500 BLOCK JOHNSONTOWN RD                                   ,LOUISVILLE,40272,52803
80-20-059372,2020-10-06 09:55:00,2020-10-06 02:30:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,424,RESTAURANT                                   ,2600 BLOCK S 4TH ST                                         ,LOUISVILLE,40208,52804
80-20-059582,2020-10-07 10:06:00,2020-10-06 23:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,ATTEMPTED,8TH DIVISION,823,RESIDENCE / HOME                             ,13500 BLOCK SKYWATCH LN                                     ,LOUISVILLE,40245,52805
80-20-059229,2020-10-05 16:13:00,2020-09-16 13:00:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME                             ,2800 BLOCK TREMONT DR                                       ,LOUISVILLE,40205,52806
80-20-059584,2020-10-07 10:10:00,2020-10-07 00:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE                         ,12600 BLOCK SAXONY PARK CIR                                 ,LOUISVILLE,40299,52807
80-20-059584,2020-10-07 10:10:00,2020-10-07 00:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,7TH DIVISION,711,PARKING LOT / GARAGE                         ,12600 BLOCK SAXONY PARK CIR                                 ,LOUISVILLE,40299,52808
80-20-059374,2020-10-06 10:29:00,2020-10-05 19:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,8TH DIVISION,823,RESIDENCE / HOME                             ,13400 BLOCK SPRING VILLA CT                                 ,LOUISVILLE,40245,52809
80-20-059230,2020-10-05 16:14:00,2020-10-03 00:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,6TH DIVISION,612,SERVICE / GAS STATION                        ,4800 BLOCK POPLAR LEVEL RD                                  ,LOUISVILLE,40213,52810
80-20-059583,2020-10-07 10:09:00,2020-10-06 21:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,7TH DIVISION,723,PARKING LOT / GARAGE                         ,5700 BLOCK OXFORD PL                                        ,LOUISVILLE,40291,52811
80-20-059373,2020-10-06 10:20:00,2020-10-06 10:12:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,6TH DIVISION,624,OTHER RESIDENCE (APARTMENT/CONDO)            ,5300 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE,40228,52812
80-20-059231,2020-10-05 16:20:00,2020-09-30 12:42:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,7TH DIVISION,735,MALL / SHOPPING CENTER                       ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219,52813
80-20-059585,2020-10-07 10:13:00,2020-10-06 17:30:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,1ST DIVISION,123,CONSTRUCTION SITE                            ,400 BLOCK S 12TH ST                                         ,LOUISVILLE,40203,52814
80-20-059537,2020-10-07 00:53:00,2020-10-07 00:53:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,35A,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5000 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213,52815
80-20-059333,2020-10-06 03:55:00,2020-10-06 03:40:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,2300 BLOCK STANNYE DR                                       ,LOUISVILLE,40222,52816
80-20-059424,2020-10-06 14:21:00,2020-10-06 00:01:00,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,2ND DIVISION,211,PARKING LOT / GARAGE                         ,500 BLOCK LOUIS COLEMAN JR DR                               ,LOUISVILLE,40211,52817
80-20-059283,2020-10-05 20:14:00,2020-10-05 15:30:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,NAOMI DR / NORENE LN                                        ,LOUISVILLE,40219,52818
80-20-059375,2020-10-06 10:33:00,2020-09-09 14:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $10,000 BUT < $1,000,000",240,PART I,COMPLETED,5TH DIVISION,513,CONVENIENCE STORE                            ,1700 BLOCK NEWBURG RD                                       ,LOUISVILLE,40205,52819
80-20-059376,2020-10-06 10:30:00,2020-09-15 15:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,7TH DIVISION,723,PARKING LOT / GARAGE                         ,6400 BLOCK OUTER LOOP                                       ,LOUISVILLE,40228,52820
80-20-059377,2020-10-06 10:23:00,2020-10-06 10:23:00,OTHER,NON-CRIMINAL DEATH (NATURAL CAUSES),90Z,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,500 BLOCK SCHOOL WAY                                        ,LOUISVILLE,40214,52821
80-20-059379,2020-10-06 10:56:00,2020-08-05 09:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,7TH DIVISION,711,OTHER / UNKNOWN                              ,8400 BLOCK HUDSON LN                                        ,LOUISVILLE,40291,52822
80-20-059379,2020-10-06 10:56:00,2020-08-05 09:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,7TH DIVISION,711,OTHER / UNKNOWN                              ,8400 BLOCK HUDSON LN                                        ,LOUISVILLE,40291,52823
80-20-059380,2020-10-06 10:57:00,2020-09-30 12:00:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000",23F,PART I,COMPLETED,5TH DIVISION,521,COMMERCIAL / OFFICE BUILDING                 ,1700 BLOCK MELLWOOD AVE                                     ,LOUISVILLE,40206,52824
80-20-059381,2020-10-06 09:02:00,2020-10-05 23:00:00,SEX CRIMES,RAPE - 1ST DEGREE,11A,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,2300 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40210,52825
80-20-059381,2020-10-06 09:02:00,2020-10-05 23:00:00,SEX CRIMES,SODOMY - 1ST DEGREE,11B,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,2300 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40210,52826
80-20-059381,2020-10-06 09:02:00,2020-10-05 23:00:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,2300 BLOCK ALGONQUIN PKY                                    ,LOUISVILLE,40210,52827
80-20-059382,2020-10-06 10:17:00,2020-10-06 10:17:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-3RD DEGREE--DRUG UNSPECIFIED,35A,PART II,COMPLETED,4TH DIVISION,423,SERVICE / GAS STATION                        ,SEELBACH AVE / TAYLOR BLVD                                  ,LOUISVILLE,40215,52828
80-20-059384,2020-10-06 11:25:00,2015-11-01 00:00:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2100 BLOCK W KENTUCKY ST                                    ,LOUISVILLE,40210,52829
80-20-059385,2020-10-06 11:10:00,2020-10-02 11:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,6TH DIVISION,613,OTHER / UNKNOWN                              ,4600 BLOCK SCHUFF AVE                                       ,LOUISVILLE,40213,52830
80-20-059386,2020-10-06 11:31:00,2020-09-16 08:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,900 BLOCK W EVELYN AVE                                      ,LOUISVILLE,40215,52831
80-20-059387,2020-10-06 10:12:00,2020-10-06 09:12:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,323,HIGHWAY / ROAD / ALLEY                       ,500 BLOCK MOUNT HOLLY RD                                    ,LOUISVILLE,40118,52832
80-20-059481,2020-10-06 17:50:00,2020-10-05 23:00:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1700 BLOCK W GAULBERT AVE                                   ,LOUISVILLE,40210,52833
80-20-059389,2020-10-06 11:43:00,2020-09-29 15:30:00,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000",23G,PART I,COMPLETED,7TH DIVISION,724,CONSTRUCTION SITE                            ,4000 BLOCK MUD LN                                           ,LOUISVILLE,40229,52834
80-20-059390,2020-10-06 11:41:00,2020-09-28 00:00:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,10300 BLOCK LOWER RIVER RD                                  ,LOUISVILLE,40272,52835
80-20-059392,2020-10-06 11:23:00,2020-10-06 11:20:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,3RD DIVISION,331,PARKING LOT / GARAGE                         ,4700 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216,52836
80-20-059393,2020-10-06 12:15:00,2020-09-04 10:15:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,815,MALL / SHOPPING CENTER                       ,7900 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,52837
80-20-059394,2020-10-06 12:21:00,2020-09-19 13:25:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,8TH DIVISION,815,DEPARTMENT / DISCOUNT STORE                  ,7900 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,52838
80-20-059397,2020-10-06 12:29:00,2020-10-03 14:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,5TH DIVISION,521,RENTAL / STORAGE FACILITY                    ,1900 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206,52839
80-20-059396,2020-10-06 12:15:00,2020-10-06 12:08:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,5000 BLOCK NEW CUT RD                                       ,LOUISVILLE,40214,52840
80-20-059395,2020-10-06 12:16:00,2020-10-06 11:16:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,500 BLOCK BRENTWOOD AVE                                     ,LOUISVILLE,40215,52841
80-20-059398,2020-10-06 11:53:00,2020-10-06 11:45:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,3600 BLOCK FINCASTLE RD                                     ,LOUISVILLE,40213,52842
80-20-059400,2020-10-06 12:42:00,2020-09-28 08:00:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,6TH DIVISION,624,OTHER / UNKNOWN                              ,4000 BLOCK BUECHEL BANK RD                                  ,LOUISVILLE,40225,52843
80-20-059401,2020-10-06 12:42:00,2020-10-05 12:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,4400 BLOCK GATEWOOD AVE                                     ,LOUISVILLE,40215,52844
80-20-059402,2020-10-06 12:47:00,2020-09-23 14:38:00,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000",23C,PART I,COMPLETED,8TH DIVISION,815,MALL / SHOPPING CENTER                       ,7900 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,52845
80-20-059403,2020-10-06 12:50:00,2020-10-06 09:00:00,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,322,OTHER RESIDENCE (APARTMENT/CONDO)            ,3100 BLOCK SPRINGFIELD DR                                   ,LOUISVILLE,40214,52846
